0.25	3	45	55
0.3	3	45	55
0.4	3	45	55
0.5	7	45	50
0.6	15	45	45
0.65	15	45	45
0.7	18	45	45
0.75	18	45	45
0.8	20	45	45
0.85	20	45	45
0.9	21	45	45
0.95	21	45	45
1.0	20	45	45
1.05 20   45   45
1.1	20	45	43
1.15	20	45	43
1.2	20	45	43
1.25	20	45	43
1.3	18	45	40
1.35 18   45  40
1.4	18	45	40
1.45	18	45	40
1.5	18	45	40
1.55	18	45	40
1.6	17	45	40
1.65	17	45	40
1.7	15	45	38
1.75	15	45	38
1.8	14	45	37
1.85	14	45	37
1.9	14	45	37
2.0	12	45	35
2.1	12	45	35
2.15	12	45	35
2.2	10	45	33
2.25	10	45	33
2.3	10	45	33
2.35	10	45	33
2.4	10	45	33
2.45	10	45	33
2.5	10	45	30
2.6	9	45	30
2.7	9	45	30
2.8	7	45	30
2.85	7	45	30
2.9	5	45	30
2.95	5	45	30
3.0	5	45	28
3.1	4	45	28
3.2	4	45	28
3.3	4	45	28
3.4	4	45	28
3.5	3	45	26
3.6	3	45	26
3.7	3	45	26
3.8	3	45	26
3.9	3	45	26
4.0	3	45	25
4.1	3	45	25
4.2	3	45	25
4.3	3	45	25
4.4	3	45	25
4.5	3	45	25
4.6	3	45	25
4.65	3	45	25
4.7	3	45	25
4.75	3	45	25
4.8	3	45	25
4.9	3	45	25
5.0	2	45	25	
5.1	2	45	24
5.2	2	45	24
5.3	2	45	24
5.4	2	45	24
5.5	2	45	24
5.6	2	45	23
5.7	2	45	23
5.8	2	45	23
5.9	2	45	23
6.0	1	45	23
6.1	1	45	23
6.2	1	45	23
6.3	1	45	23
6.4	1	45	23
6.5	1	45	23
